#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   1.79115  0.75028 -0.01804 -0.98444  0.001253  0.000787  0.003270     1.592
   1.80821  0.76730 -0.01690 -0.98212  0.001255  0.000824  0.003597     1.523
   1.82526  0.78431 -0.01574 -0.97969  0.001282  0.000864  0.003765     1.484
   1.84231  0.80132 -0.01458 -0.97700  0.001324  0.000906  0.003832     1.461
   1.85937  0.81833 -0.01340 -0.97400  0.001377  0.000950  0.003834     1.448
   1.87641  0.83534 -0.01222 -0.97064  0.001437  0.000996  0.003797     1.442
   1.89345  0.85233 -0.01102 -0.96688  0.001502  0.001044  0.003735     1.439
   1.91046  0.86931 -0.00982 -0.96264  0.001574  0.001094  0.003655     1.439
   1.92745  0.88624 -0.00860 -0.95783  0.001652  0.001147  0.003561     1.440
   1.94435  0.90311 -0.00738 -0.95226  0.001736  0.001203  0.003454     1.444
   1.96111  0.91982 -0.00615 -0.94572  0.001831  0.001264  0.003333     1.449
   1.97757  0.93623 -0.00493 -0.93786  0.001939  0.001331  0.003193     1.456
   1.99344  0.95206 -0.00373 -0.92817  0.002068  0.001409  0.003026     1.468
   2.00831  0.96689 -0.00260 -0.91596  0.002228  0.001501  0.002822     1.484
   2.02166  0.98019 -0.00157 -0.89968  0.002450  0.001621  0.002553     1.512
   2.03312  0.99163 -0.00067 -0.87877  0.002768  0.001779  0.002213     1.556
   2.04153  1.00000  0.00000 -0.83495  0.003677  0.002154  0.001481     1.707
   2.04153  1.00010 -0.00001  0.83495  0.009617  0.005172  0.000000     1.859
   2.04992  1.00848 -0.00052  0.86702  0.007406  0.004490  0.000000     1.650
   2.05957  1.01811 -0.00106  0.88528  0.006475  0.004165  0.000000     1.555
   2.07067  1.02920 -0.00163  0.90067  0.005815  0.003920  0.000000     1.484
   2.08345  1.04196 -0.00226  0.91346  0.005326  0.003733  0.000000     1.427
   2.09814  1.05663 -0.00294  0.92428  0.004944  0.003587  0.000000     1.378
   2.11503  1.07351 -0.00367  0.93356  0.004633  0.003468  0.000000     1.336
   2.13447  1.09293 -0.00447  0.94164  0.004373  0.003371  0.000000     1.298
   2.15682  1.11527 -0.00534  0.94876  0.004151  0.003288  0.000000     1.262
   2.18254  1.14097 -0.00629  0.95507  0.003959  0.003218  0.000000     1.230
   2.21211  1.17052 -0.00731  0.96071  0.003792  0.003158  0.000000     1.201
   2.24613  1.20453 -0.00842  0.96576  0.003646  0.003106  0.000000     1.174
   2.28526  1.24364 -0.00961  0.97029  0.003518  0.003060  0.000000     1.150
   2.33027  1.28863 -0.01089  0.97434  0.003407  0.003020  0.000000     1.128
   2.38204  1.34038 -0.01226  0.97797  0.003311  0.002985  0.000000     1.109
   2.44159  1.39991 -0.01373  0.98119  0.003229  0.002955  0.000000     1.093
   2.51009  1.46839 -0.01529  0.98404  0.003159  0.002929  0.000000     1.079
   2.58887  1.54716 -0.01695  0.98655  0.003100  0.002906  0.000000     1.067
   2.67949  1.63776 -0.01871  0.98874  0.003050  0.002886  0.000000     1.057
   2.78373  1.74198 -0.02056  0.99063  0.003009  0.002870  0.000000     1.049
   2.90362  1.86186 -0.02250  0.99226  0.002975  0.002855  0.000000     1.042
   3.04153  1.99975 -0.02453  0.99372  0.002946  0.002842  0.000000     1.036
