    0.0100000000    -0.0000000000  -121.8654929989
    0.0200000000    -0.0000000000   -92.6387498349
    0.0300000000    -0.0000000000   -73.6293405162
    0.0400000000    -0.0000000000   -60.8916200383
    0.0500000000    -0.0000000000   -52.0766714031
    0.0600000000    -0.0000000000   -45.7682418038
    0.0700000000    -0.0000000000   -41.0998521336
    0.0800000000    -0.0000000000   -37.5325094628
    0.0900000000    -0.0000000000   -34.7246434979
    0.1000000000    -0.0000000000   -32.4553228949
    0.1100000000    -0.0000000000   -30.5784641005
    0.1200000000    -0.0000000000   -28.9952090412
    0.1300000000    -0.0000000000   -27.6370478639
    0.1400000000    -0.0000000000   -26.4553593293
    0.1500000000    -0.0000000000   -25.4148268220
    0.1600000000    -0.0000000000   -24.4892236769
    0.1700000000    -0.0000000000   -23.6586665785
    0.1800000000    -0.0000000000   -22.9077920028
    0.1900000000    -0.0000000000   -22.2245221661
    0.2000000000    -0.0000000000   -21.5992137393
    0.2100000000    -0.0000000000   -21.0240593867
    0.2200000000    -0.0000000000   -20.4926592523
    0.2300000000    -0.0000000000   -19.9997087870
    0.2400000000    -0.0000000000   -19.5407673148
    0.2500000000    -0.0000000000   -19.1120841134
    0.2600000000    -0.0000000000   -18.7104656215
    0.2700000000    -0.0000000000   -18.3331727938
    0.2800000000    -0.0000000000   -17.9778407898
    0.2900000000    -0.0000000000   -17.6424158098
    0.3000000000    -0.0000000000   -17.3251026212
    0.3100000000    -0.0000000000   -17.0243267368
    0.3200000000    -0.0000000000   -16.7386987047
    0.3300000000    -0.0000000000   -16.4669868085
    0.3400000000    -0.0000000000   -16.2080957006
    0.3500000000    -0.0000000000   -15.9610475020
    0.3600000000    -0.0000000000   -15.7249652429
    0.3700000000    -0.0000000000   -15.4990606047
    0.3800000000    -0.0000000000   -15.2826224714
    0.3900000000    -0.0000000000   -15.0750073758
    0.4000000000    -0.0000000000   -14.8756314866
    0.4100000000    -0.0000000000   -14.6839636997
    0.4200000000    -0.0000000000   -14.4995196720
    0.4300000000    -0.0000000000   -14.3218566512
    0.4400000000     0.0000000000   -14.1505689758
    0.4500000000     0.0000000000   -13.9852841679
    0.4600000000     0.0000000000   -13.8256595317
    0.4700000000     0.0000000000   -13.6713791631
    0.4800000000     0.0000000000   -13.5221513125
    0.4900000000     0.0000000000   -13.3777060559
    0.5000000000     0.0000000000   -13.2377932373
    0.5100000000     0.0000000000   -13.1021806477
    0.5200000000     0.0000000000   -12.9706524046
    0.5300000000     0.0000000000   -12.8430075060
    0.5400000000     0.0000000000   -12.7190585370
    0.5500000000     0.0000000000   -12.5986304987
    0.5600000000     0.0000000000   -12.4815595073
    0.5700000000     0.0000000000   -12.3676929849
    0.5800000000     0.0000000000   -12.2568869757
    0.5900000000     0.0000000000   -12.1490068997
    0.6000000000     0.0000000000   -12.0439261698
    0.6100000000     0.0000000000   -11.9415257029
    0.6200000000     0.0000000000   -11.8416933326
    0.6300000000     0.0000000000   -11.7443237684
    0.6400000000     0.0000000000   -11.6493172899
    0.6500000000     0.0000000000   -11.5565798202
    0.6600000000     0.0000000000   -11.4660224624
    0.6700000000     0.0000000000   -11.3775611113
    0.6800000000     0.0000000000   -11.2911161328
    0.6900000000     0.0000000000   -11.2066120677
    0.7000000000     0.0000000000   -11.1239773536
    0.7100000000     0.0000000000   -11.0431440694
    0.7200000000     0.0000000000   -10.9640476990
    0.7300000000     0.0000000000   -10.8866269152
    0.7400000000     0.0000000000   -10.8108233803
    0.7500000000     0.0000000000   -10.7365815615
    0.7600000000     0.0000000000   -10.6638485599
    0.7700000000     0.0000000000   -10.5925739514
    0.7800000000     0.0000000000   -10.5227096400
    0.7900000000     0.0000000000   -10.4542097216
    0.8000000000     0.0000000000   -10.3870303569
    0.8100000000     0.0000000000   -10.3211296541
    0.8200000000     0.0000000000   -10.2564675583
    0.8300000000     0.0000000000   -10.1930057497
    0.8400000000     0.0000000000   -10.1307075479
    0.8500000000     0.0000000000   -10.0695378229
    0.8600000000     0.0000000000   -10.0094629120
    0.8700000000     0.0000000000    -9.9504505416
    0.8800000000     0.0000000000    -9.8924697548
    0.8900000000     0.0000000000    -9.8354908425
    0.9000000000     0.0000000000    -9.7794852801
    0.9100000000     0.0000000000    -9.7244256673
    0.9200000000     0.0000000000    -9.6702856713
    0.9300000000     0.0000000000    -9.6170399745
    0.9400000000     0.0000000000    -9.5646645022
    0.9500000000     0.0000000000    -9.5131354012
    0.9600000000     0.0000000000    -9.4624302024
    0.9700000000     0.0000000000    -9.4125272237
    0.9800000000     0.0000000000    -9.3634055281
    0.9900000000     0.0000000000    -9.3150449343
    1.0000000000     0.0000000000    -9.2674259904
    1.0100000000     0.0000000000    -9.2205299381
    1.0200000000     0.0000000000    -9.1743386738
    1.0300000000     0.0000000000    -9.1288347183
    1.0400000000     0.0000000000    -9.0840011927
    1.0500000000     0.0000000000    -9.0398217947
    1.0600000000     0.0000000000    -8.9962807722
    1.0700000000     0.0000000000    -8.9533628986
    1.0800000000     0.0000000000    -8.9110534504
    1.0900000000     0.0000000000    -8.8693381866
    1.1000000000     0.0000000000    -8.8282033285
    1.1100000000     0.0000000000    -8.7876355410
    1.1200000000     0.0000000000    -8.7476219137
    1.1300000000     0.0000000000    -8.7081499442
    1.1400000000     0.0000000000    -8.6692075211
    1.1500000000     0.0000000000    -8.6307829092
    1.1600000000     0.0000000000    -8.5928647337
    1.1700000000     0.0000000000    -8.5554419671
    1.1800000000     0.0000000000    -8.5185039147
    1.1900000000     0.0000000000    -8.4820402026
