actuator_unsteady 200 80 1.000e+02
residual and conservation information
n            dt               t                res              maxdiv           umom             vmom             k
149          6.28318531e-02   9.29911425e+00   7.65773882e-04   6.55725474e-15   3.57127788e+01   3.15116736e+00   1.79111864e+01 
150          6.28318531e-02   9.36194611e+00   7.64930499e-04   6.61276589e-15   3.56818498e+01   3.03637395e+00   1.79111363e+01 
151          6.28318531e-02   9.42477796e+00   7.64269935e-04   6.64399091e-15   3.56522902e+01   2.92169937e+00   1.79123871e+01 
152          6.28318531e-02   9.48760981e+00   7.63701900e-04   6.69082845e-15   3.56241590e+01   2.80716921e+00   1.79149318e+01 
153          6.28318531e-02   9.55044167e+00   7.63223508e-04   6.73419653e-15   3.55975125e+01   2.69280327e+00   1.79187612e+01 
154          6.28318531e-02   9.61327352e+00   7.62835394e-04   6.77236045e-15   3.55724040e+01   2.57861586e+00   1.79238632e+01 
155          6.28318531e-02   9.67610537e+00   7.62537685e-04   6.83134105e-15   3.55488831e+01   2.46461622e+00   1.79302227e+01 
156          6.28318531e-02   9.73893723e+00   7.62330016e-04   6.89032165e-15   3.55269954e+01   2.35080908e+00   1.79378212e+01 
157          6.28318531e-02   9.80176908e+00   7.62245984e-04   6.92154667e-15   3.55067827e+01   2.23719538e+00   1.79466361e+01 
158          6.28318531e-02   9.86460093e+00   7.62268672e-04   6.98052727e-15   3.54882822e+01   2.12377296e+00   1.79566409e+01 
159          6.28318531e-02   9.92743279e+00   7.62372046e-04   7.04297731e-15   3.54715265e+01   2.01053744e+00   1.79678046e+01 
160          6.28318531e-02   9.99026464e+00   7.62554520e-04   7.09501902e-15   3.54565434e+01   1.89748305e+00   1.79800916e+01 
161          6.28318531e-02   1.00530965e+01   7.62814172e-04   7.13665238e-15   3.54433559e+01   1.78460345e+00   1.79934616e+01 
162          6.28318531e-02   1.01159283e+01   7.63148765e-04   7.17134685e-15   3.54319818e+01   1.67189257e+00   1.80078695e+01 
163          6.28318531e-02   1.01787602e+01   7.63555768e-04   7.20604132e-15   3.54224339e+01   1.55934531e+00   1.80232652e+01 
164          6.28318531e-02   1.02415921e+01   7.64032375e-04   7.28236915e-15   3.54147201e+01   1.44695820e+00   1.80395938e+01 
165          6.28318531e-02   1.03044239e+01   7.64575528e-04   7.34481920e-15   3.54088427e+01   1.33473000e+00   1.80567960e+01 
