    0.0100000000    -0.0000004895    -0.0000427975    -0.0000486668     0.0037590279
    0.0200000000    -0.0000033699    -0.0002273811    -0.0001601395     0.0139149329
    0.0300000000    -0.0000115812    -0.0005994305    -0.0001614203     0.0285042352
    0.0400000000    -0.0000273292    -0.0010954421     0.0000652519     0.0460555450
    0.0500000000    -0.0000509741    -0.0016180419     0.0003773044     0.0654733435
    0.0600000000    -0.0000812191    -0.0021046815     0.0005714712     0.0859473241
    0.0700000000    -0.0001159294    -0.0025354665     0.0005804718     0.1068870989
    0.0800000000    -0.0001529873    -0.0029107373     0.0004584516     0.1278657734
    0.0900000000    -0.0001907466    -0.0032334598     0.0002702369     0.1485807064
    0.1000000000    -0.0002280371    -0.0035054418     0.0000329402     0.1688226140
    0.1100000000    -0.0002639938    -0.0037296561    -0.0002649601     0.1884519374
    0.1200000000    -0.0002979529    -0.0039113507    -0.0006278380     0.2073808267
    0.1300000000    -0.0003294500    -0.0040568607    -0.0010439488     0.2255594616
    0.1400000000    -0.0003582309    -0.0041721206    -0.0014976104     0.2429656975
    0.1500000000    -0.0003842206    -0.0042621390    -0.0019795344     0.2595972460
    0.1600000000    -0.0004074625    -0.0043311885    -0.0024863333     0.2754657879
    0.1700000000    -0.0004280684    -0.0043830453    -0.0030154179     0.2905925652
    0.1800000000    -0.0004461926    -0.0044210212    -0.0035626046     0.3050051021
    0.1900000000    -0.0004620187    -0.0044479120    -0.0041232184     0.3187347864
    0.2000000000    -0.0004757491    -0.0044660058    -0.0046936727     0.3318150999
    0.2100000000    -0.0004875908    -0.0044771640    -0.0052716569     0.3442803405
    0.2200000000    -0.0004977459    -0.0044829104    -0.0058554148     0.3561647130
    0.2300000000    -0.0005064048    -0.0044844916    -0.0064432340     0.3675016983
    0.2400000000    -0.0005137450    -0.0044829143    -0.0070334788     0.3783236288
    0.2500000000    -0.0005199294    -0.0044789809    -0.0076247980     0.3886614171
    0.2600000000    -0.0005251060    -0.0044733255    -0.0082161723     0.3985443972
    0.2700000000    -0.0005294074    -0.0044664485    -0.0088068024     0.4080002464
    0.2800000000    -0.0005329513    -0.0044587430    -0.0093960019     0.4170549667
    0.2900000000    -0.0005358416    -0.0044505149    -0.0099831710     0.4257329056
    0.3000000000    -0.0005381696    -0.0044419996    -0.0105678135     0.4340568057
    0.3100000000    -0.0005400150    -0.0044333756    -0.0111495390     0.4420478724
    0.3200000000    -0.0005414473    -0.0044247769    -0.0117280408     0.4497258525
    0.3300000000    -0.0005425265    -0.0044163027    -0.0123030709     0.4571091187
    0.3400000000    -0.0005433048    -0.0044080244    -0.0128744270     0.4642147566
    0.3500000000    -0.0005438271    -0.0043999922    -0.0134419488     0.4710586513
    0.3600000000    -0.0005441319    -0.0043922391    -0.0140055155     0.4776555716
    0.3700000000    -0.0005442525    -0.0043847857    -0.0145650384     0.4840192513
    0.3800000000    -0.0005442174    -0.0043776425    -0.0151204544     0.4901624656
    0.3900000000    -0.0005440510    -0.0043708130    -0.0156717207     0.4960971043
    0.4000000000    -0.0005437742    -0.0043642951    -0.0162188121     0.5018342388
    0.4100000000    -0.0005434048    -0.0043580828    -0.0167617185     0.5073841857
    0.4200000000    -0.0005429583    -0.0043521672    -0.0173004426     0.5127565647
    0.4300000000    -0.0005424475    -0.0043465376    -0.0178349972     0.5179603529
    0.4400000000    -0.0005418838    -0.0043411821    -0.0183654036     0.5230039344
    0.4500000000    -0.0005412766    -0.0043360881    -0.0188916900     0.5278951462
