    0.0100000000    -0.0000000002     0.0000000002     0.0000098342     0.0000000000
    0.0200000000    -0.0000000003     0.0000000002     0.0000369557     0.0000000000
    0.0300000000     0.0000000002    -0.0000000004     0.0000606010     0.0000000000
    0.0400000000     0.0000000007    -0.0000000011     0.0000692613     0.0000000000
    0.0500000000     0.0000000008    -0.0000000013     0.0000726933     0.0000000000
    0.0600000000     0.0000000007    -0.0000000008     0.0000847379     0.0000000000
    0.0700000000     0.0000000004    -0.0000000003     0.0001088843     0.0000000000
    0.0800000000     0.0000000002    -0.0000000000     0.0001391202     0.0000000000
    0.0900000000     0.0000000001    -0.0000000002     0.0001697520     0.0000000000
    0.1000000000     0.0000000002    -0.0000000005     0.0002005872     0.0000000000
    0.1100000000     0.0000000002    -0.0000000005     0.0002342040     0.0000000000
    0.1200000000     0.0000000001    -0.0000000003     0.0002718321     0.0000000000
    0.1300000000    -0.0000000000    -0.0000000001     0.0003125542     0.0000000000
    0.1400000000    -0.0000000001     0.0000000000     0.0003550201     0.0000000000
    0.1500000000    -0.0000000001     0.0000000000     0.0003987667     0.0000000000
    0.1600000000    -0.0000000002     0.0000000000     0.0004440500     0.0000000000
    0.1700000000    -0.0000000002     0.0000000001     0.0004910777     0.0000000000
    0.1800000000    -0.0000000003     0.0000000002     0.0005396842     0.0000000000
    0.1900000000    -0.0000000004     0.0000000003     0.0005895480     0.0000000000
    0.2000000000    -0.0000000004     0.0000000004     0.0006404683     0.0000000000
    0.2100000000    -0.0000000005     0.0000000004     0.0006923986     0.0000000000
    0.2200000000    -0.0000000005     0.0000000004     0.0007453243     0.0000000000
    0.2300000000    -0.0000000005     0.0000000005     0.0007991801     0.0000000000
    0.2400000000    -0.0000000005     0.0000000005     0.0008538674     0.0000000000
    0.2500000000    -0.0000000006     0.0000000005     0.0009093026     0.0000000000
    0.2600000000    -0.0000000006     0.0000000006     0.0009654335     0.0000000000
    0.2700000000    -0.0000000006     0.0000000006     0.0010222224     0.0000000000
    0.2800000000    -0.0000000006     0.0000000006     0.0010796290     0.0000000000
    0.2900000000    -0.0000000006     0.0000000006     0.0011376088     0.0000000000
    0.3000000000    -0.0000000006     0.0000000006     0.0011961204     0.0000000000
    0.3100000000    -0.0000000006     0.0000000006     0.0012551298     0.0000000000
    0.3200000000    -0.0000000006     0.0000000006     0.0013146081     0.0000000000
    0.3300000000    -0.0000000006     0.0000000006     0.0013745286     0.0000000000
    0.3400000000    -0.0000000006     0.0000000005     0.0014348652     0.0000000000
    0.3500000000    -0.0000000005     0.0000000005     0.0014955937     0.0000000000
    0.3600000000    -0.0000000005     0.0000000005     0.0015566923     0.0000000000
    0.3700000000    -0.0000000005     0.0000000005     0.0016181411     0.0000000000
    0.3800000000    -0.0000000005     0.0000000005     0.0016799221     0.0000000000
    0.3900000000    -0.0000000005     0.0000000005     0.0017420181     0.0000000000
    0.4000000000    -0.0000000004     0.0000000004     0.0018044132     0.0000000000
    0.4100000000    -0.0000000004     0.0000000004     0.0018670928     0.0000000000
    0.4200000000    -0.0000000004     0.0000000004     0.0019300431     0.0000000000
    0.4300000000    -0.0000000004     0.0000000004     0.0019932514     0.0000000000
    0.4400000000    -0.0000000003     0.0000000003     0.0020567059     0.0000000000
    0.4500000000    -0.0000000003     0.0000000003     0.0021203954     0.0000000000
    0.4600000000    -0.0000000003     0.0000000003     0.0021843096     0.0000000000
    0.4700000000    -0.0000000003     0.0000000003     0.0022484385     0.0000000000
    0.4800000000    -0.0000000003     0.0000000003     0.0023127731     0.0000000000
    0.4900000000    -0.0000000002     0.0000000002     0.0023773047     0.0000000000
    0.5000000000    -0.0000000002     0.0000000002     0.0024420252     0.0000000000
    0.5100000000    -0.0000000002     0.0000000002     0.0025069269     0.0000000000
    0.5200000000    -0.0000000002     0.0000000002     0.0025720027     0.0000000000
    0.5300000000    -0.0000000002     0.0000000002     0.0026372457     0.0000000000
    0.5400000000    -0.0000000001     0.0000000001     0.0027026494     0.0000000000
    0.5500000000    -0.0000000001     0.0000000001     0.0027682078     0.0000000000
    0.5600000000    -0.0000000001     0.0000000001     0.0028339150     0.0000000000
    0.5700000000    -0.0000000001     0.0000000001     0.0028997656     0.0000000000
