LDC_unsteady 20 20 1.000e+02
residual and conservation information
n            dt               t                res              maxdiv           umom             vmom             k
18           1.00000000e-02   1.70000000e-01   3.31457456e-03   5.37764278e-17  -1.12106505e-16   1.43331527e-16   7.66762839e-03 
19           1.00000000e-02   1.80000000e-01   3.06301139e-03   5.72458747e-17  -1.12865446e-16   1.50378841e-16   8.05279220e-03 
20           1.00000000e-02   1.90000000e-01   2.83564036e-03   5.72458747e-17  -1.30429521e-16   1.57209315e-16   8.42208607e-03 
21           1.00000000e-02   2.00000000e-01   2.62983562e-03   5.89805982e-17  -1.21864324e-16   1.62521906e-16   8.77637110e-03 
22           1.00000000e-02   2.10000000e-01   2.44328311e-03   6.24500451e-17  -1.20563282e-16   1.69135539e-16   9.11650605e-03 
23           1.00000000e-02   2.20000000e-01   2.27393950e-03   6.41847686e-17  -1.28911638e-16   1.74231289e-16   9.44332955e-03 
24           1.00000000e-02   2.30000000e-01   2.15841849e-03   6.41847686e-17  -1.41705224e-16   1.79435460e-16   9.75764853e-03 
25           1.00000000e-02   2.40000000e-01   2.11750673e-03   6.93889390e-17  -1.26417973e-16   1.84531210e-16   1.00602311e-02 
26           1.00000000e-02   2.50000000e-01   2.07468478e-03   7.11236625e-17  -1.24032729e-16   1.90602742e-16   1.03518025e-02 
27           1.00000000e-02   2.60000000e-01   2.03049993e-03   7.28583860e-17  -1.46692554e-16   1.93638508e-16   1.06330435e-02 
28           1.00000000e-02   2.70000000e-01   1.98541296e-03   7.45931095e-17  -1.41488384e-16   2.00577402e-16   1.09045902e-02 
29           1.00000000e-02   2.80000000e-01   1.93981035e-03   7.63278329e-17  -1.64148209e-16   2.04588950e-16   1.11670349e-02 
30           1.00000000e-02   2.90000000e-01   1.89401479e-03   7.80625564e-17  -1.67942917e-16   2.11419424e-16   1.14209277e-02 
31           1.00000000e-02   3.00000000e-01   1.84829425e-03   7.80625564e-17  -1.52330405e-16   2.14129929e-16   1.16667790e-02 
32           1.00000000e-02   3.10000000e-01   1.80286981e-03   7.97972799e-17  -1.57642996e-16   2.19550940e-16   1.19050611e-02 
33           1.00000000e-02   3.20000000e-01   1.75792241e-03   8.32667268e-17  -1.60570342e-16   2.23562488e-16   1.21362113e-02 
34           1.00000000e-02   3.30000000e-01   1.71409468e-03   8.32667268e-17  -1.74231289e-16   2.24863531e-16   1.23606342e-02 
35           1.00000000e-02   3.40000000e-01   1.67184335e-03   8.32667268e-17  -1.70111321e-16   2.30067701e-16   1.25787039e-02 
36           1.00000000e-02   3.50000000e-01   1.63018701e-03   8.67361738e-17  -1.83013327e-16   2.35922393e-16   1.27907664e-02 
37           1.00000000e-02   3.60000000e-01   1.58921917e-03   8.84708973e-17  -2.07082615e-16   2.43078127e-16   1.29971421e-02 
38           1.00000000e-02   3.70000000e-01   1.54901407e-03   9.02056208e-17  -1.57859836e-16   2.42644446e-16   1.31981276e-02 
39           1.00000000e-02   3.80000000e-01   1.50962946e-03   9.19403442e-17  -1.88868018e-16   2.49474920e-16   1.33939975e-02 
40           1.00000000e-02   3.90000000e-01   1.47110904e-03   9.36750677e-17  -2.20851983e-16   2.57498016e-16   1.35850069e-02 
41           1.00000000e-02   4.00000000e-01   1.43348456e-03   9.36750677e-17  -1.86482774e-16   2.59774841e-16   1.37713921e-02 
42           1.00000000e-02   4.10000000e-01   1.39677767e-03   9.71445147e-17  -1.77809156e-16   2.59883261e-16   1.39533728e-02 
43           1.00000000e-02   4.20000000e-01   1.36100144e-03   9.36750677e-17  -2.27682456e-16   2.62702186e-16   1.41311535e-02 
44           1.00000000e-02   4.30000000e-01   1.32616180e-03   9.36750677e-17  -2.14021509e-16   2.66171633e-16   1.43049243e-02 
45           1.00000000e-02   4.40000000e-01   1.29225867e-03   9.71445147e-17  -1.97433216e-16   2.68665298e-16   1.44748626e-02 
46           1.00000000e-02   4.50000000e-01   1.25928699e-03   9.71445147e-17  -2.35055031e-16   2.71267384e-16   1.46411338e-02 
47           1.00000000e-02   4.60000000e-01   1.22723763e-03   9.71445147e-17  -1.97758476e-16   2.75712612e-16   1.48038926e-02 
48           1.00000000e-02   4.70000000e-01   1.19609807e-03   1.04083409e-16  -1.97216375e-16   2.76254714e-16   1.49632836e-02 
49           1.00000000e-02   4.80000000e-01   1.16585314e-03   1.04083409e-16  -1.81495444e-16   2.80591522e-16   1.51194423e-02 
50           1.00000000e-02   4.90000000e-01   1.13648550e-03   1.04083409e-16  -2.05564732e-16   2.82217825e-16   1.52724956e-02 
51           1.00000000e-02   5.00000000e-01   1.10797614e-03   1.04083409e-16  -2.08492078e-16   2.86663054e-16   1.54225628e-02 
52           1.00000000e-02   5.10000000e-01   1.08030480e-03   1.07552856e-16  -1.88109077e-16   2.86446214e-16   1.55697560e-02 
53           1.00000000e-02   5.20000000e-01   1.05345028e-03   1.07552856e-16  -1.91361683e-16   2.88180937e-16   1.57141807e-02 
54           1.00000000e-02   5.30000000e-01   1.02739074e-03   1.07552856e-16  -2.29091919e-16   2.92192485e-16   1.58559363e-02 
55           1.00000000e-02   5.40000000e-01   1.00210395e-03   1.11022302e-16  -2.13587828e-16   2.93818789e-16   1.59951166e-02 
56           1.00000000e-02   5.50000000e-01   9.78150788e-04   1.07552856e-16  -2.14021509e-16   2.98697699e-16   1.61318101e-02 
57           1.00000000e-02   5.60000000e-01   9.55007369e-04   1.14491749e-16  -2.02745806e-16   2.99781901e-16   1.62661007e-02 
58           1.00000000e-02   5.70000000e-01   9.32574231e-04   1.14491749e-16  -2.39174999e-16   3.02383986e-16   1.63980675e-02 
59           1.00000000e-02   5.80000000e-01   9.10826476e-04   1.17961196e-16  -1.78893358e-16   3.04769231e-16   1.65277858e-02 
60           1.00000000e-02   5.90000000e-01   8.89739834e-04   1.14491749e-16  -2.17599376e-16   3.03576608e-16   1.66553267e-02 
61           1.00000000e-02   6.00000000e-01   8.69290717e-04   1.17961196e-16  -1.84856470e-16   3.07262896e-16   1.67807580e-02 
62           1.00000000e-02   6.10000000e-01   8.49456240e-04   1.21430643e-16  -2.06865775e-16   3.08672359e-16   1.69041440e-02 
63           1.00000000e-02   6.20000000e-01   8.30214252e-04   1.21430643e-16  -2.62268506e-16   3.13551268e-16   1.70255460e-02 
64           1.00000000e-02   6.30000000e-01   8.11543340e-04   1.21430643e-16  -2.18791998e-16   3.14852311e-16   1.71450222e-02 
65           1.00000000e-02   6.40000000e-01   7.93422837e-04   1.21430643e-16  -1.96891115e-16   3.19297540e-16   1.72626283e-02 
66           1.00000000e-02   6.50000000e-01   7.75832818e-04   1.21430643e-16  -2.50450702e-16   3.21032263e-16   1.73784172e-02 
67           1.00000000e-02   6.60000000e-01   7.58754093e-04   1.28369537e-16  -2.44270749e-16   3.26995375e-16   1.74924398e-02 
68           1.00000000e-02   6.70000000e-01   7.42168198e-04   1.24900090e-16  -2.00360561e-16   3.26561694e-16   1.76047443e-02 
69           1.00000000e-02   6.80000000e-01   7.31868593e-04   1.24900090e-16  -2.31910845e-16   3.31115343e-16   1.77153772e-02 
70           1.00000000e-02   6.90000000e-01   7.22834799e-04   1.24900090e-16  -2.01227923e-16   3.30139562e-16   1.78243828e-02 
71           1.00000000e-02   7.00000000e-01   7.13812755e-04   1.28369537e-16  -2.37657116e-16   3.32091125e-16   1.79318037e-02 
72           1.00000000e-02   7.10000000e-01   7.04811827e-04   1.24900090e-16  -2.67364256e-16   3.38596338e-16   1.80376806e-02 
73           1.00000000e-02   7.20000000e-01   6.95840518e-04   1.28369537e-16  -2.66930575e-16   3.39246860e-16   1.81420526e-02 
74           1.00000000e-02   7.30000000e-01   6.86906542e-04   1.28369537e-16  -2.37873957e-16   3.42065785e-16   1.82449574e-02 
75           1.00000000e-02   7.40000000e-01   6.78016884e-04   1.31838984e-16  -2.04588950e-16   3.43258408e-16   1.83464310e-02 
76           1.00000000e-02   7.50000000e-01   6.69177858e-04   1.35308431e-16  -2.19767780e-16   3.43475248e-16   1.84465082e-02 
77           1.00000000e-02   7.60000000e-01   6.60395160e-04   1.38777878e-16  -2.73002107e-16   3.44234190e-16   1.85452224e-02 
78           1.00000000e-02   7.70000000e-01   6.51673916e-04   1.42247325e-16  -2.63569548e-16   3.48137318e-16   1.86426058e-02 
79           1.00000000e-02   7.80000000e-01   6.43018730e-04   1.45716772e-16  -2.43837069e-16   3.49655201e-16   1.87386894e-02 
80           1.00000000e-02   7.90000000e-01   6.34433720e-04   1.45716772e-16  -2.26381414e-16   3.51932025e-16   1.88335030e-02 
81           1.00000000e-02   8.00000000e-01   6.25922565e-04   1.49186219e-16  -2.19550940e-16   3.55835153e-16   1.89270755e-02 
82           1.00000000e-02   8.10000000e-01   6.17488530e-04   1.49186219e-16  -2.93818789e-16   3.55076211e-16   1.90194348e-02 
83           1.00000000e-02   8.20000000e-01   6.09134508e-04   1.45716772e-16  -2.96854555e-16   3.56594095e-16   1.91106077e-02 
84           1.00000000e-02   8.30000000e-01   6.00863045e-04   1.49186219e-16  -2.74845251e-16   3.59196180e-16   1.92006201e-02 
85           1.00000000e-02   8.40000000e-01   5.92676367e-04   1.49186219e-16  -2.53703308e-16   3.62340366e-16   1.92894971e-02 
86           1.00000000e-02   8.50000000e-01   5.84576411e-04   1.49186219e-16  -2.59449580e-16   3.63966669e-16   1.93772631e-02 
87           1.00000000e-02   8.60000000e-01   5.76564843e-04   1.52655666e-16  -2.62268506e-16   3.65376132e-16   1.94639415e-02 
88           1.00000000e-02   8.70000000e-01   5.68643081e-04   1.52655666e-16  -2.78206277e-16   3.65484552e-16   1.95495549e-02 
89           1.00000000e-02   8.80000000e-01   5.60812319e-04   1.52655666e-16  -2.51534904e-16   3.71447664e-16   1.96341255e-02 
90           1.00000000e-02   8.90000000e-01   5.53073540e-04   1.52655666e-16  -2.81567304e-16   3.72098186e-16   1.97176746e-02 
91           1.00000000e-02   9.00000000e-01   5.45427537e-04   1.52655666e-16  -3.05202912e-16   3.75459212e-16   1.98002227e-02 
92           1.00000000e-02   9.10000000e-01   5.37874929e-04   1.56125113e-16  -2.79182059e-16   3.76977095e-16   1.98817900e-02 
93           1.00000000e-02   9.20000000e-01   5.30416170e-04   1.56125113e-16  -2.63027447e-16   3.79904441e-16   1.99623958e-02 
94           1.00000000e-02   9.30000000e-01   5.23051573e-04   1.63064007e-16  -2.80049421e-16   3.80121282e-16   2.00420591e-02 
95           1.00000000e-02   9.40000000e-01   5.15781310e-04   1.63064007e-16  -2.62160085e-16   3.83157048e-16   2.01207981e-02 
96           1.00000000e-02   9.50000000e-01   5.08605434e-04   1.63064007e-16  -3.03251348e-16   3.84241250e-16   2.01986307e-02 
97           1.00000000e-02   9.60000000e-01   5.01523883e-04   1.66533454e-16  -2.56630654e-16   3.83482308e-16   2.02755740e-02 
98           1.00000000e-02   9.70000000e-01   4.94536494e-04   1.70002901e-16  -2.78531538e-16   3.86192814e-16   2.03516448e-02 
99           1.00000000e-02   9.80000000e-01   4.87643009e-04   1.73472348e-16  -2.84169389e-16   3.89770681e-16   2.04268595e-02 
100          1.00000000e-02   9.90000000e-01   4.80843085e-04   1.70002901e-16  -2.65846373e-16   3.87602277e-16   2.05012340e-02 
101          1.00000000e-02   1.00000000e+00   4.74136301e-04   1.73472348e-16  -2.97288236e-16   3.88035958e-16   2.05747836e-02 
