actuator_ROM 240 80 5.000e+02
residual and conservation information
n            dt               t                res              maxdiv           umom             vmom             k
173          2.50000000e-02   4.30000000e+00   1.62018403e-03   6.98226199e-17   4.69783597e+01  -1.03907226e-16   2.32519665e+01 
174          2.50000000e-02   4.32500000e+00   1.60865420e-03   6.85215773e-17   4.69682275e+01   2.26259441e-17   2.32418058e+01 
175          2.50000000e-02   4.35000000e+00   1.62062813e-03   5.68121938e-17   4.69578657e+01  -6.96549074e-17   2.32314637e+01 
176          2.50000000e-02   4.37500000e+00   1.60487999e-03   8.95550994e-17   4.69473066e+01  -2.41878728e-17   2.32209726e+01 
177          2.50000000e-02   4.40000000e+00   1.62050450e-03   7.45931095e-17   4.69365834e+01  -1.92239210e-16   2.32103654e+01 
178          2.50000000e-02   4.42500000e+00   1.60063637e-03   6.07153217e-17   4.69257307e+01   6.03883669e-17   2.31996756e+01 
179          2.50000000e-02   4.45000000e+00   1.61983749e-03   6.15826834e-17   4.69147839e+01   3.38457425e-17   2.31889366e+01 
180          2.50000000e-02   4.47500000e+00   1.59594903e-03   6.15826834e-17   4.69037792e+01   1.43624601e-16   2.31781819e+01 
181          2.50000000e-02   4.50000000e+00   1.61864974e-03   7.45931095e-17   4.68927529e+01  -5.26142986e-17   2.31674446e+01 
182          2.50000000e-02   4.52500000e+00   1.59834400e-03   7.71951947e-17   4.68817420e+01  -3.03068389e-17   2.31567575e+01 
183          2.50000000e-02   4.55000000e+00   1.61696226e-03   8.45677695e-17   4.68707833e+01   1.17397072e-16   2.31461529e+01 
184          2.50000000e-02   4.57500000e+00   1.60043352e-03   5.36680075e-17   4.68599132e+01   2.02068180e-17   2.31356621e+01 
185          2.50000000e-02   4.60000000e+00   1.61479454e-03   1.03216047e-16   4.68491679e+01   8.32718090e-17   2.31253160e+01 
186          2.50000000e-02   4.62500000e+00   1.60198480e-03   6.33174069e-17   4.68385828e+01   1.13504109e-16   2.31151442e+01 
187          2.50000000e-02   4.65000000e+00   1.61216469e-03   7.02563008e-17   4.68281926e+01   4.43438689e-17   2.31051753e+01 
188          2.50000000e-02   4.67500000e+00   1.60301120e-03   6.80878964e-17   4.68180307e+01  -1.32430213e-16   2.30954369e+01 
189          2.50000000e-02   4.70000000e+00   1.60908963e-03   4.72712147e-17   4.68081294e+01   2.40913111e-17   2.30859551e+01 
190          2.50000000e-02   4.72500000e+00   1.60352528e-03   5.24753851e-17   4.67985192e+01  -1.18008630e-17   2.30767550e+01 
191          2.50000000e-02   4.75000000e+00   1.60558518e-03   5.20417043e-17   4.67892292e+01  -3.25565584e-17   2.30678598e+01 
192          2.50000000e-02   4.77500000e+00   1.60353898e-03   5.46437895e-17   4.67802865e+01   5.44896295e-17   2.30592916e+01 
193          2.50000000e-02   4.80000000e+00   1.60166632e-03   5.82216567e-17   4.67717163e+01   9.93061427e-18   2.30510709e+01 
194          2.50000000e-02   4.82500000e+00   1.60306377e-03   4.64038530e-17   4.67635415e+01   5.61836954e-17   2.30432162e+01 
195          2.50000000e-02   4.85000000e+00   1.59734730e-03   4.33680869e-17   4.67557827e+01   9.34938027e-17   2.30357447e+01 
196          2.50000000e-02   4.87500000e+00   1.60211090e-03   3.70797143e-17   4.67484581e+01  -4.83164534e-17   2.30286716e+01 
197          2.50000000e-02   4.90000000e+00   1.59264181e-03   3.98986399e-17   4.67415832e+01  -1.32696182e-17   2.30220103e+01 
198          2.50000000e-02   4.92500000e+00   1.60069149e-03   4.33680869e-17   4.67351712e+01  -8.32497862e-17   2.30157723e+01 
199          2.50000000e-02   4.95000000e+00   1.58756317e-03   3.25260652e-17   4.67292322e+01   3.95411920e-17   2.30099669e+01 
200          2.50000000e-02   4.97500000e+00   1.59881674e-03   5.00901404e-17   4.67237737e+01  -1.06217932e-17   2.30046016e+01 
201          2.50000000e-02   5.00000000e+00   1.58212439e-03   4.77048956e-17   4.67188003e+01  -5.67037736e-17   2.29996817e+01 
202          2.50000000e-02   5.02500000e+00   1.59649800e-03   6.17995238e-17   4.67143138e+01   1.18823476e-16   2.29952100e+01 
203          2.50000000e-02   5.05000000e+00   1.57633833e-03   3.27429056e-17   4.67103132e+01   1.14019105e-16   2.29911874e+01 
204          2.50000000e-02   5.07500000e+00   1.59374689e-03   3.43149988e-17   4.67067944e+01   1.70202800e-17   2.29876123e+01 
205          2.50000000e-02   5.10000000e+00   1.57244483e-03   3.38271078e-17   4.67037508e+01   7.95296175e-17   2.29844807e+01 
