 0.20000E-01    4     8  0.64490E-02
 0.40000E-01    4     8  0.67360E-02
 0.60000E-01    4     9  0.75839E-02
 0.80000E-01    4     9  0.57831E-02
 0.10000E+00    4     9  0.71440E-02
 0.12000E+00    4     9  0.80869E-02
 0.14000E+00    4     9  0.68669E-02
 0.16000E+00    4     9  0.79749E-02
 0.18000E+00    4     9  0.73121E-02
 0.20000E+00    4     9  0.53480E-02
 0.22000E+00    4    10  0.86472E-02
 0.24000E+00    4    10  0.83690E-02
 0.26000E+00    4    10  0.86782E-02
 0.28000E+00    4     8  0.75030E-02
 0.30000E+00    4    10  0.65980E-02
 0.32000E+00    4     8  0.66118E-02
 0.34000E+00    4     8  0.75951E-02
 0.36000E+00    4     8  0.67611E-02
 0.38000E+00    4     8  0.70410E-02
 0.40000E+00    4     8  0.86451E-02
 0.42000E+00    4     8  0.59519E-02
 0.44000E+00    4     8  0.75190E-02
 0.46000E+00    4     8  0.73321E-02
 0.48000E+00    4     8  0.76301E-02
 0.50000E+00    4     8  0.63901E-02
 0.52000E+00    4     8  0.59729E-02
 0.54000E+00    4     8  0.52321E-02
 0.56000E+00    4     8  0.79620E-02
 0.58000E+00    4     8  0.72711E-02
 0.60000E+00    4     8  0.70431E-02
 0.62000E+00    4     9  0.88148E-02
 0.64000E+00    4     9  0.60089E-02
 0.66000E+00    4     9  0.74949E-02
 0.68000E+00    4     9  0.82722E-02
 0.70000E+00    4     9  0.81260E-02
 0.72000E+00    4     9  0.79980E-02
 0.74000E+00    4     9  0.58291E-02
 0.76000E+00    4     9  0.82369E-02
 0.78000E+00    4     9  0.80969E-02
 0.80000E+00    4     9  0.72088E-02
 0.82000E+00    4     9  0.89500E-02
 0.84000E+00    4     9  0.68769E-02
 0.86000E+00    4     9  0.55919E-02
 0.88000E+00    4     9  0.73931E-02
 0.90000E+00    4     9  0.85230E-02
 0.92000E+00    4     9  0.77779E-02
 0.94000E+00    4     8  0.80311E-02
 0.96000E+00    4     8  0.56100E-02
 0.98000E+00    4     8  0.69361E-02
 0.10000E+01    4     8  0.75231E-02
 0.10200E+01    4     8  0.65949E-02
 0.10400E+01    4     8  0.71199E-02
 0.10600E+01    4     8  0.78928E-02
 0.10800E+01    4     8  0.54410E-02
 0.11000E+01    4     8  0.66571E-02
 0.11200E+01    4     8  0.78759E-02
 0.11400E+01    4     8  0.60871E-02
 0.11600E+01    4     8  0.87390E-02
 0.11800E+01    4     8  0.76299E-02
 0.12000E+01    4     8  0.51589E-02
 0.12200E+01    4     8  0.75960E-02
 0.12400E+01    4     8  0.81010E-02
 0.12600E+01    4     8  0.68400E-02
 0.12800E+01    4     8  0.77109E-02
 0.13000E+01    4     8  0.65019E-02
 0.13200E+01    4     8  0.53070E-02
 0.13400E+01    4     8  0.78471E-02
 0.13600E+01    4     8  0.74420E-02
 0.13800E+01    4     8  0.75462E-02
