   5.0000000000000001e-03	   5.0483135308909384e-03	
   1.4999999999999999e-02	   1.4465444823363940e-02	
   2.5000000000000001e-02	   2.3193685110750366e-02	
   3.5000000000000003e-02	   3.1230395126023481e-02	
   4.4999999999999998e-02	   3.8579199052527068e-02	
   5.5000000000000000e-02	   4.5249431258027939e-02	
   6.5000000000000002e-02	   5.1255537245288404e-02	
   7.5000000000000011e-02	   5.6616443447987802e-02	
   8.4999999999999992e-02	   6.1354909927968354e-02	
   9.5000000000000001e-02	   6.5496879251891543e-02	
   1.0500000000000001e-01	   6.9070833868983272e-02	
   1.1499999999999999e-01	   7.2107173193561733e-02	
   1.2500000000000000e-01	   7.4637620330588461e-02	
   1.3500000000000001e-01	   7.6694666986510271e-02	
   1.4500000000000002e-01	   7.8311063603592468e-02	
   1.5500000000000000e-01	   7.9519360174796092e-02	
   1.6500000000000001e-01	   8.0351501576079981e-02	
   1.7499999999999999e-01	   8.0838479638357261e-02	
   1.8500000000000000e-01	   8.1010042620128342e-02	
   1.9500000000000001e-01	   8.0894461280870564e-02	
   2.0500000000000002e-01	   8.0518349439519771e-02	
   2.1500000000000000e-01	   7.9906535767599166e-02	
   2.2500000000000001e-01	   7.9081982641317619e-02	
   2.3499999999999999e-01	   7.8065747177303871e-02	
   2.4500000000000000e-01	   7.6876979108294191e-02	
   2.5500000000000000e-01	   7.5532949911869721e-02	
   2.6500000000000001e-01	   7.4049107571866835e-02	
   2.7500000000000002e-01	   7.2439151504644292e-02	
   2.8500000000000003e-01	   7.0715122491671667e-02	
   2.9499999999999998e-01	   6.8887502893209981e-02	
   3.0499999999999999e-01	   6.6965322941181252e-02	
   3.1500000000000000e-01	   6.4956269490234822e-02	
   3.2500000000000001e-01	   6.2866794213800925e-02	
   3.3500000000000002e-01	   6.0702218840805622e-02	
   3.4500000000000003e-01	   5.8466835616857754e-02	
   3.5499999999999998e-01	   5.6164001724582323e-02	
   3.6499999999999999e-01	   5.3796226900109476e-02	
   3.7500000000000000e-01	   5.1365253929510177e-02	
   3.8500000000000001e-01	   4.8872132097714405e-02	
   3.9500000000000002e-01	   4.6317283993655478e-02	
   4.0500000000000003e-01	   4.3700566352692816e-02	
   4.1500000000000004e-01	   4.1021325845514683e-02	
   4.2499999999999999e-01	   3.8278450908002519e-02	
   4.3500000000000000e-01	   3.5470420855208164e-02	
   4.4500000000000001e-01	   3.2595353640574920e-02	
   4.5500000000000002e-01	   2.9651053714106809e-02	
   4.6500000000000002e-01	   2.6635061504017541e-02	
   4.7499999999999998e-01	   2.3544706097959084e-02	
   4.8499999999999999e-01	   2.0377162732533292e-02	
   4.9500000000000000e-01	   1.7129516712432243e-02	
   5.0500000000000000e-01	   1.3798835369610426e-02	
   5.1500000000000001e-01	   1.0382249633760389e-02	
   5.2500000000000002e-01	   6.8770467110762712e-03	
   5.3500000000000003e-01	   3.2807752509034613e-03	
   5.4500000000000004e-01	  -4.0863578988716703e-04	
   5.5500000000000005e-01	  -4.1927436070043249e-03	
   5.6500000000000006e-01	  -8.0724426598985134e-03	
   5.7500000000000007e-01	  -1.2047800147188863e-02	
   5.8499999999999996e-01	  -1.6117876036818836e-02	
   5.9499999999999997e-01	  -2.0280528416194342e-02	
   6.0499999999999998e-01	  -2.4532205603557851e-02	
   6.1499999999999999e-01	  -2.8867727238988009e-02	
   6.2500000000000000e-01	  -3.3280057446545185e-02	
   6.3500000000000001e-01	  -3.7760074116702513e-02	
   6.4500000000000002e-01	  -4.2296339381475700e-02	
   6.5499999999999992e-01	  -4.6874877416044333e-02	
   6.6499999999999992e-01	  -5.1478966762999387e-02	
   6.7499999999999993e-01	  -5.6088955391252873e-02	
   6.8499999999999994e-01	  -6.0682107613073313e-02	
   6.9499999999999995e-01	  -6.5232492721538665e-02	
   7.0499999999999996e-01	  -6.9710925699951187e-02	
   7.1499999999999997e-01	  -7.4084970511028095e-02	
   7.2499999999999998e-01	  -7.8319016210978115e-02	
   7.3499999999999999e-01	  -8.2374435368609236e-02	
   7.4500000000000000e-01	  -8.6209832928817134e-02	
   7.5500000000000000e-01	  -8.9781391687786913e-02	
   7.6500000000000001e-01	  -9.3043317916575261e-02	
   7.7500000000000002e-01	  -9.5948387391385503e-02	
   7.8500000000000003e-01	  -9.8448588222208713e-02	
   7.9500000000000004e-01	  -1.0049585253288749e-01	
   8.0500000000000005e-01	  -1.0204286441374757e-01	
   8.1500000000000006e-01	  -1.0304392688395503e-01	
   8.2499999999999996e-01	  -1.0345586616235951e-01	
   8.3499999999999996e-01	  -1.0323894769203004e-01	
   8.4499999999999997e-01	  -1.0235777545309470e-01	
   8.5499999999999998e-01	  -1.0078214447595599e-01	
   8.6499999999999999e-01	  -9.8487816426785224e-02	
   8.7500000000000000e-01	  -9.5457189882005272e-02	
   8.8500000000000001e-01	  -9.1679840510987334e-02	
   8.9500000000000002e-01	  -8.7152911758721544e-02	
   9.0500000000000003e-01	  -8.1881343499149564e-02	
   9.1500000000000004e-01	  -7.5877934080598022e-02	
   9.2500000000000004e-01	  -6.9163239628272435e-02	
   9.3499999999999994e-01	  -6.1765322733134918e-02	
   9.4499999999999995e-01	  -5.3719370044418423e-02	
   9.5499999999999996e-01	  -4.5067204152321329e-02	
   9.6499999999999997e-01	  -3.5856718988900291e-02	
   9.7499999999999998e-01	  -2.6141269479251363e-02	
   9.8499999999999999e-01	  -1.5979045273955789e-02	
   9.9500000000000000e-01	  -5.4324552725394850e-03	
