    0.0000000000     0.0000000000     0.0000000000     0.0000000000
    0.0000000000     0.0000000000     0.0000000000     0.0000000000
    0.0000000000     0.0000000000     0.0000000000     0.0000000000
    0.0000000000     0.0000000000     0.0000000000     0.0000000000
    0.0000000000     0.0000000000     0.0000000000     0.0000000000
    0.0000000000     0.0000000000     0.0000000000     0.0000000000
    0.0000000000     0.0000000000     0.0000000000     0.0000000000
    0.0000000000     0.0000000000     0.0000000000     0.0000000000
    0.0000000000     0.0000000000     0.0000000000     0.0000000000
    0.0000000000     0.0000000000     0.0000000000     0.0000000000
    0.0000000000     0.0000000000     0.0000000000     0.0000000000
    0.0000000000     0.0000000000     0.0000000000     0.0000000000
    0.0000000000     0.0000000000     0.0000000000     0.0000000000
    0.0000000000     0.0000000000     0.0000000000     0.0000000000
    0.0000000000     0.0000000000     0.0000000000     0.0000000000
    0.0000000000     0.0000000000     0.0000000000     0.0000000000
    0.0000000000     0.0000000000     0.0000000000     0.0000000000
    0.0000000000     0.0000000000     0.0000000000     0.0000000000
    0.0000000000     0.0000000000     0.0000000000     0.0000000000
    0.0000000000     0.0000000000     0.0000000000     0.0000000000
    0.0000000000     0.0000000000     0.0000000000     0.0000000000
    0.0000000000     0.0000000000     0.0000000000     0.0000000000
    0.0000000000     0.0000000000     0.0000000000     0.0000000000
    0.0000000000     0.0000000000     0.0000000000     0.0000000000
    0.0000000000     0.0000000000     0.0000000000     0.0000000000
    0.0000000000     0.0000000000     0.0000000000     0.0000000000
    0.0000000000     0.0000000000     0.0000000000     0.0000000000
    0.0000000000     0.0000000000     0.0000000000     0.0000000000
    0.0000000000     0.0000000000     0.0000000000     0.0000000000
    0.0000000000     0.0000000000     0.0000000000     0.0000000000
    0.0000000000     0.0000000000     0.0000000000     0.0000000000
    0.0000000000     0.0000000000     0.0000000000     0.0000000000
    0.0151340071     0.0071876876     0.0163463905     0.0372629107
    0.0151319539     0.0054640053     0.0142832883     0.0374399606
    0.0151227147     0.0039727305     0.0122060877     0.0376254635
    0.0151066078     0.0027126857     0.0101094479     0.0378264290
    0.0150841350     0.0016851340     0.0079868257     0.0380490851
    0.0150559160     0.0008939622     0.0058304123     0.0382983336
    0.0150225988     0.0003459882     0.0036311758     0.0385770662
    0.0149847447     0.0000513901     0.0013790475     0.0388852941
    0.0149426897     0.0000242513     0.0009366901     0.0392190474
    0.0148963726     0.0002832073     0.0033267416     0.0395690104
    0.0148451222     0.0008521740     0.0058007701     0.0399188761
    0.0147873805     0.0017611154     0.0083658902     0.0402434431
    0.0147203334     0.0030467735     0.0110245514     0.0405065307
    0.0146394057     0.0047532140     0.0137716688     0.0406588876
    0.0145375732     0.0069319235     0.0165908610     0.0406364047
    0.0144044527     0.0096410006     0.0194496960     0.0403591336
    0.0142251674     0.0129426975     0.0222939490     0.0397318581
    0.0139790826     0.0168981806     0.0250410912     0.0386472464
    0.0136386817     0.0215579424     0.0275736145     0.0369928861
    0.0131691498     0.0269459274     0.0297334063     0.0346636869
    0.0125296107     0.0330353713     0.0313192798     0.0315811160
    0.0116773561     0.0397148637     0.0320909304     0.0277203720
    0.0105764785     0.0467442376     0.0317840106     0.0231457182
    0.0092117693     0.0537006881     0.0301426142     0.0180518555
    0.0076065748     0.0599139027     0.0269769026     0.0128019200
    0.0058401212     0.0643857796     0.0222539471     0.0079335492
    0.0040538257     0.0657024096     0.0162248952     0.0040749196
    0.0024368572     0.0620286492     0.0097138400     0.0017158341
    0.0011751196     0.0514992928     0.0050615249     0.0008996742
    0.0003922800     0.0336620522     0.0036599079     0.0011074672
    0.0000530770     0.0125894212     0.0029180670     0.0015735414
    0.0000013934     0.0012358450     0.0010191696     0.0018091931
