#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.42615  0.57911  0.06540  1.16594  0.153001  0.051551  0.051438     2.968
   0.44262  0.56271  0.06698  1.16931  0.149011  0.050499  0.054380     2.951
   0.45908  0.54633  0.06849  1.17274  0.145041  0.049441  0.057496     2.934
   0.47551  0.52996  0.06991  1.17622  0.141091  0.048376  0.060799     2.917
   0.49192  0.51360  0.07125  1.17974  0.137162  0.047305  0.064303     2.900
   0.50831  0.49726  0.07250  1.18330  0.133249  0.046227  0.068040     2.882
   0.52468  0.48093  0.07366  1.18690  0.129354  0.045143  0.072019     2.865
   0.54101  0.46463  0.07473  1.19053  0.125478  0.044052  0.076263     2.848
   0.55731  0.44836  0.07570  1.19419  0.121616  0.042955  0.080814     2.831
   0.57357  0.43213  0.07657  1.19788  0.117772  0.041853  0.085693     2.814
   0.58977  0.41594  0.07733  1.20157  0.113946  0.040746  0.090939     2.797
   0.60589  0.39984  0.07799  1.20525  0.110136  0.039635  0.096605     2.779
   0.62188  0.38386  0.07852  1.20890  0.106373  0.038526  0.102652     2.761
   0.63779  0.36796  0.07890  1.21248  0.102667  0.037417  0.109060     2.744
   0.65362  0.35212  0.07912  1.21600  0.099009  0.036307  0.115864     2.727
   0.66941  0.33634  0.07919  1.21944  0.095395  0.035195  0.123114     2.710
   0.68513  0.32061  0.07911  1.22277  0.091824  0.034081  0.130829     2.694
   0.70081  0.30494  0.07886  1.22599  0.088293  0.032964  0.139070     2.678
   0.71642  0.28933  0.07844  1.22905  0.084799  0.031843  0.147889     2.663
   0.73197  0.27379  0.07785  1.23193  0.081341  0.030719  0.157347     2.648
   0.74746  0.25833  0.07708  1.23459  0.077914  0.029590  0.167516     2.633
   0.76286  0.24295  0.07612  1.23700  0.074519  0.028457  0.178474     2.619
   0.77818  0.22767  0.07498  1.23909  0.071149  0.027318  0.190335     2.604
   0.79341  0.21250  0.07363  1.24082  0.067803  0.026173  0.203206     2.591
   0.80853  0.19747  0.07209  1.24211  0.064477  0.025021  0.217241     2.577
   0.82352  0.18258  0.07034  1.24286  0.061169  0.023861  0.232602     2.564
   0.83835  0.16787  0.06837  1.24299  0.057876  0.022694  0.249510     2.550
   0.85301  0.15338  0.06618  1.24234  0.054595  0.021518  0.268216     2.537
   0.86743  0.13916  0.06377  1.24077  0.051331  0.020336  0.288976     2.524
   0.88157  0.12527  0.06115  1.23807  0.048085  0.019148  0.312166     2.511
   0.89532  0.11181  0.05832  1.23401  0.044867  0.017960  0.338144     2.498
   0.90858  0.09890  0.05531  1.22834  0.041697  0.016779  0.367227     2.485
   0.92119  0.08670  0.05215  1.22076  0.038604  0.015616  0.399704     2.472
   0.93299  0.07535  0.04890  1.21103  0.035624  0.014488  0.435639     2.459
   0.94384  0.06500  0.04563  1.19898  0.032798  0.013410  0.474841     2.446
   0.95363  0.05576  0.04241  1.18449  0.030161  0.012398  0.517004     2.433
   0.96234  0.04762  0.03929  1.16755  0.027734  0.011461  0.561546     2.420
   0.97002  0.04054  0.03632  1.14814  0.025524  0.010603  0.607734     2.407
   0.97677  0.03441  0.03349  1.12626  0.023523  0.009823  0.654962     2.395
   0.98270  0.02912  0.03083  1.10183  0.021712  0.009113  0.702668     2.383
   0.98794  0.02453  0.02830  1.07468  0.020070  0.008466  0.750255     2.371
   0.99259  0.02055  0.02589  1.04456  0.018579  0.007877  0.796950     2.359
   0.99676  0.01707  0.02360  1.01116  0.017221  0.007338  0.841933     2.347
   1.00051  0.01404  0.02138  0.97404  0.015980  0.006843  0.883905     2.335
   1.00393  0.01138  0.01924  0.93273  0.014846  0.006390  0.921350     2.323
   1.00705  0.00906  0.01715  0.88665  0.013809  0.005974  0.952218     2.312
   1.00992  0.00704  0.01510  0.83516  0.012867  0.005594  0.973042     2.300
   1.01259  0.00530  0.01308  0.77767  0.012014  0.005249  0.980765     2.289
   1.01508  0.00381  0.01109  0.71357  0.011249  0.004939  0.971336     2.277
   1.01741  0.00258  0.00911  0.64239  0.010579  0.004667  0.939017     2.267
   1.01961  0.00159  0.00714  0.56400  0.010006  0.004434  0.879829     2.257
   1.02170  0.00084  0.00520  0.47880  0.009538  0.004243  0.789721     2.248
   1.02368  0.00034  0.00328  0.38777  0.009171  0.004094  0.669806     2.240
   1.02558  0.00006  0.00140  0.29255  0.008914  0.003988  0.522326     2.235
   1.02740  0.00001 -0.00042  0.19560  0.008752  0.003922  0.356893     2.231
   1.02924  0.00016 -0.00225  0.09377  0.008680  0.003893  0.172710     2.229
   1.03116  0.00056 -0.00413 -0.01355  0.008680  0.003893  0.025155     2.230
   1.03315  0.00122 -0.00601 -0.11988  0.009008  0.004036  0.212595     2.232
   1.03523  0.00215 -0.00788 -0.22124  0.009415  0.004205  0.372772     2.239
   1.03742  0.00334 -0.00971 -0.31587  0.009923  0.004420  0.502112     2.245
   1.03973  0.00480 -0.01150 -0.40276  0.010549  0.004679  0.597121     2.254
   1.04219  0.00653 -0.01325 -0.48148  0.011274  0.004981  0.662439     2.263
   1.04481  0.00853 -0.01495 -0.55230  0.012103  0.005322  0.701077     2.274
   1.04764  0.01081 -0.01661 -0.61572  0.013028  0.005703  0.719081     2.284
   1.05069  0.01339 -0.01825 -0.67244  0.014057  0.006124  0.720357     2.295
   1.05403  0.01631 -0.01986 -0.72324  0.015186  0.006584  0.709832     2.306
   1.05769  0.01960 -0.02147 -0.76883  0.016429  0.007088  0.690046     2.318
   1.06175  0.02333 -0.02307 -0.80987  0.017793  0.007640  0.663922     2.329
   1.06629  0.02758 -0.02468 -0.84691  0.019297  0.008244  0.633058     2.341
   1.07140  0.03242 -0.02630 -0.88041  0.020955  0.008908  0.599185     2.352
   1.07720  0.03799 -0.02793 -0.91071  0.022798  0.009642  0.562989     2.365
   1.08383  0.04440 -0.02958 -0.93807  0.024844  0.010452  0.525748     2.377
   1.09143  0.05182 -0.03124 -0.96265  0.027117  0.011349  0.488225     2.389
   1.10013  0.06037 -0.03289 -0.98452  0.029632  0.012336  0.451170     2.402
   1.11004  0.07015 -0.03450 -1.00367  0.032390  0.013412  0.415399     2.415
   1.12115  0.08115 -0.03602 -1.02011  0.035368  0.014569  0.381695     2.428
   1.13339  0.09331 -0.03741 -1.03393  0.038517  0.015786  0.350820     2.440
   1.14659  0.10645 -0.03865 -1.04532  0.041783  0.017043  0.323013     2.452
   1.16057  0.12039 -0.03970 -1.05456  0.045112  0.018318  0.298360     2.463
   1.17514  0.13494 -0.04057 -1.06199  0.048455  0.019593  0.276732     2.473
   1.19017  0.14995 -0.04126 -1.06793  0.051782  0.020858  0.257784     2.483
   1.20554  0.16531 -0.04177 -1.07267  0.055070  0.022104  0.241206     2.491
   1.22118  0.18095 -0.04212 -1.07646  0.058308  0.023327  0.226643     2.500
   1.23702  0.19679 -0.04234 -1.07949  0.061486  0.024526  0.213822     2.507
   1.25305  0.21282 -0.04242 -1.08190  0.064605  0.025700  0.202466     2.514
   1.26922  0.22898 -0.04239 -1.08384  0.067657  0.026848  0.192383     2.520
   1.28551  0.24528 -0.04226 -1.08539  0.070646  0.027971  0.183387     2.526
   1.30191  0.26167 -0.04204 -1.08664  0.073566  0.029070  0.175343     2.531
   1.31840  0.27816 -0.04174 -1.08764  0.076424  0.030145  0.168098     2.535
   1.33498  0.29474 -0.04137 -1.08844  0.079212  0.031195  0.161598     2.539
   1.35163  0.31138 -0.04094 -1.08910  0.081934  0.032223  0.155721     2.543
   1.36834  0.32809 -0.04046 -1.08963  0.084588  0.033227  0.150405     2.546
   1.38512  0.34486 -0.03994 -1.09009  0.087172  0.034209  0.145608     2.548
   1.40194  0.36167 -0.03937 -1.09047  0.089688  0.035168  0.141263     2.550
   1.41879  0.37851 -0.03878 -1.09080  0.092133  0.036105  0.137313     2.552
   1.43564  0.39535 -0.03816 -1.09111  0.094499  0.037017  0.133761     2.553
   1.45245  0.41214 -0.03751 -1.09140  0.096796  0.037905  0.130505     2.554
   1.46922  0.42890 -0.03682 -1.09163  0.099058  0.038775  0.127404     2.555
   1.48599  0.44566 -0.03608 -1.09183  0.101287  0.039629  0.124457     2.556
   1.50279  0.46243 -0.03530 -1.09199  0.103481  0.040468  0.121672     2.557
   1.51960  0.47923 -0.03448 -1.09212  0.105646  0.041294  0.119027     2.558
   1.53644  0.49605 -0.03362 -1.09223  0.107778  0.042108  0.116528     2.560
   1.55331  0.51289 -0.03272 -1.09231  0.109875  0.042908  0.114168     2.561
   1.57020  0.52976 -0.03180 -1.09237  0.111940  0.043697  0.111937     2.562
   1.58711  0.54664 -0.03085 -1.09242  0.113970  0.044473  0.109840     2.563
   1.60404  0.56354 -0.02988 -1.09246  0.115966  0.045238  0.107854     2.563
   1.62099  0.58046 -0.02888 -1.09250  0.117926  0.045991  0.105988     2.564
   1.63796  0.59740 -0.02786 -1.09252  0.119853  0.046733  0.104225     2.565
   1.65494  0.61435 -0.02683 -1.09255  0.121743  0.047463  0.102566     2.565
   1.67193  0.63131 -0.02577 -1.09258  0.123596  0.048181  0.101006     2.565
   1.68894  0.64828 -0.02470 -1.09261  0.125415  0.048889  0.099535     2.565
   1.70596  0.66526 -0.02362 -1.09265  0.127198  0.049585  0.098155     2.565
   1.72298  0.68226 -0.02253 -1.09270  0.128944  0.050271  0.096858     2.565
   1.74002  0.69925 -0.02142 -1.09275  0.130656  0.050946  0.095628     2.565
   1.75706  0.71626 -0.02031 -1.09282  0.132332  0.051610  0.094481     2.564
   1.77410  0.73327 -0.01918 -1.09289  0.133973  0.052264  0.093401     2.563
   1.79115  0.75028 -0.01804 -1.09299  0.135578  0.052906  0.092386     2.563
   1.80821  0.76729 -0.01690 -1.09309  0.137150  0.053539  0.091430     2.562
   1.82526  0.78431 -0.01574 -1.09321  0.138687  0.054162  0.090531     2.561
   1.84231  0.80132 -0.01458 -1.09334  0.140191  0.054774  0.089688     2.559
   1.85937  0.81833 -0.01340 -1.09349  0.141662  0.055376  0.088896     2.558
   1.87641  0.83534 -0.01222 -1.09366  0.143103  0.055969  0.088148     2.557
   1.89345  0.85233 -0.01102 -1.09384  0.144508  0.056551  0.087447     2.555
   1.91046  0.86931 -0.00982 -1.09404  0.145882  0.057124  0.086791     2.554
   1.92745  0.88624 -0.00860 -1.09425  0.147223  0.057686  0.086169     2.552
   1.94435  0.90311 -0.00738 -1.09448  0.148533  0.058238  0.085589     2.550
   1.96111  0.91982 -0.00615 -1.09472  0.149800  0.058775  0.085047     2.549
   1.97757  0.93623 -0.00493 -1.09498  0.151015  0.059294  0.084558     2.547
   1.99344  0.95206 -0.00373 -1.09524  0.152163  0.059788  0.084108     2.545
   2.00831  0.96689 -0.00260 -1.09551  0.153209  0.060242  0.083717     2.543
   2.02166  0.98019 -0.00157 -1.09576  0.154115  0.060642  0.083420     2.541
   2.03312  0.99163 -0.00067 -1.09600  0.154865  0.060980  0.083193     2.540
   2.04153  1.00000  0.00000 -1.09624  0.155286  0.061209  0.083225     2.537
   2.04153  1.00010 -0.00001  1.09624  0.418933  0.137484  0.000000     3.047
   2.04992  1.00848 -0.00051  1.09544  0.419617  0.137994  0.000000     3.041
   2.05957  1.01812 -0.00099  1.09454  0.420218  0.138568  0.000000     3.033
   2.07067  1.02921 -0.00147  1.09350  0.420903  0.139227  0.000000     3.023
   2.08345  1.04197 -0.00196  1.09233  0.421680  0.139981  0.000000     3.012
   2.09814  1.05665 -0.00246  1.09099  0.422563  0.140846  0.000000     3.000
   2.11503  1.07354 -0.00295  1.08946  0.423562  0.141835  0.000000     2.986
   2.13447  1.09297 -0.00343  1.08772  0.424685  0.142966  0.000000     2.971
   2.15682  1.11532 -0.00389  1.08575  0.425940  0.144258  0.000000     2.953
   2.18254  1.14103 -0.00431  1.08352  0.427332  0.145733  0.000000     2.932
   2.21211  1.17061 -0.00467  1.08100  0.428868  0.147413  0.000000     2.909
   2.24613  1.20463 -0.00494  1.07816  0.430548  0.149325  0.000000     2.883
   2.28526  1.24376 -0.00510  1.07496  0.432373  0.151497  0.000000     2.854
   2.33027  1.28877 -0.00509  1.07138  0.434340  0.153961  0.000000     2.821
   2.38204  1.34054 -0.00487  1.06739  0.436448  0.156750  0.000000     2.784
   2.44159  1.40008 -0.00437  1.06293  0.438701  0.159903  0.000000     2.744
   2.51009  1.46857 -0.00353  1.05799  0.441118  0.163462  0.000000     2.699
   2.58887  1.54735 -0.00225  1.05251  0.443754  0.167475  0.000000     2.650
   2.67949  1.63795 -0.00043  1.04646  0.446745  0.172003  0.000000     2.597
   2.78373  1.74215  0.00205  1.03975  0.450429  0.177134  0.000000     2.543
   2.90362  1.86200  0.00534  1.03226  0.455502  0.183013  0.000000     2.489
   3.04153  1.99984  0.00960  1.02295  0.468645  0.190580  0.000000     2.459
